"uri","creators","rkdartists_label","rkdartists_uri"
"http://data.collectienederland.nl/resource/document/rijksakademie/3179","August Allebé","August Allebé","https://data.rkd.nl/artists/1197"
"http://data.collectienederland.nl/resource/document/rijksakademie/3627","Lizzy Ansingh","Lizzy Ansingh","https://data.rkd.nl/artists/2020"
"http://data.collectienederland.nl/resource/document/rijksakademie/3627A","Lizzy Ansingh","Lizzy Ansingh","https://data.rkd.nl/artists/2020"
"http://data.collectienederland.nl/resource/document/rijksakademie/3627B","Lizzy Ansingh","Lizzy Ansingh","https://data.rkd.nl/artists/2020"
"http://data.collectienederland.nl/resource/document/rijksakademie/3627C","Lizzy Ansingh","Lizzy Ansingh","https://data.rkd.nl/artists/2020"
"http://data.collectienederland.nl/resource/document/rijksakademie/3627D","Lizzy Ansingh","Lizzy Ansingh","https://data.rkd.nl/artists/2020"
"http://data.collectienederland.nl/resource/document/rijksakademie/3627E","Lizzy Ansingh","Lizzy Ansingh","https://data.rkd.nl/artists/2020"
"http://data.collectienederland.nl/resource/document/rijksakademie/3627F","Lizzy Ansingh","Lizzy Ansingh","https://data.rkd.nl/artists/2020"
"http://data.collectienederland.nl/resource/document/rijksakademie/3627G","Lizzy Ansingh","Lizzy Ansingh","https://data.rkd.nl/artists/2020"
"http://data.collectienederland.nl/resource/document/rijksakademie/3627H","Lizzy Ansingh","Lizzy Ansingh","https://data.rkd.nl/artists/2020"
"http://data.collectienederland.nl/resource/document/rijksakademie/3627I","Lizzy Ansingh","Lizzy Ansingh","https://data.rkd.nl/artists/2020"
"http://data.collectienederland.nl/resource/document/rijksakademie/3627J","Lizzy Ansingh","Lizzy Ansingh","https://data.rkd.nl/artists/2020"
"http://data.collectienederland.nl/resource/document/rijksakademie/3627K","Lizzy Ansingh","Lizzy Ansingh","https://data.rkd.nl/artists/2020"
"http://data.collectienederland.nl/resource/document/rijksakademie/3627L","Lizzy Ansingh","Lizzy Ansingh","https://data.rkd.nl/artists/2020"
