uri,creators
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0255","Kramer, Arno"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0256","Kramer, Arno"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0265","Krikhaar, Lilian"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0272","Kusters, Pieter"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0273","Kusters, Pieter"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0274","Kusters, Pieter"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0275.1-2","Kusters, Pieter"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0276","Kusters, Pieter"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0280","Linders, Mariëtte"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0281","Linders, Mariëtte"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0294","Loersch, Philip"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0295","Luik, Hieke"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0308","Marsman, Rineke"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0309","Marsman, Rineke"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0310","Marsman, Rineke"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0311","Marsman, Rineke"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0312","Marsman, Rineke"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0313","Marsman, Rineke"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0314","Marsman, Rineke"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0315","Marsman, Rineke"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0316","Marsman, Rineke"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0330","Örenli, Fahrettin Gürkan"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0331","Örenli, Fahrettin Gürkan"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0334","Ossip"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0335","Ossip"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0338","Ossip"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0341","Otto, Peter"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0342","Otto, Peter"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0343","Otto, Peter"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0344","Otto, Peter"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0347","Otto, Peter"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0353","Paukste, Vygantas"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0356","Peeters, Jacqueline"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0359","Peeters, Jacqueline"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0360","Peeters, Jacqueline"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0362","Peeters, Jacqueline"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0363","Peeters, Jacqueline"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0367","Rapper, Anne Jaap de"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0389","Semah, Joseph"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0390","Semah, Joseph"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0382","Roiter, Andrei"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0556","Roiter, Andrei"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0386","Schutte, Greet"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0387","Schutte, Greet"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0388","Schicho, Stylianos"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0398","Sloet, Josephine"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0414","Strik, Elly"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0420","Thomassen, Maurice"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0421","Thomassen, Maurice"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0422.1-13","Thomassen, Maurice"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0423","Thomassen, Aline"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0424","Thomassen, Aline"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0425","Thomassen, Aline"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0426","Thomassen, Aline"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0427","Thomassen, Aline"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0428","Thomassen, Aline"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0429","Thomassen, Aline"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0430","Thomassen, Aline"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0431","Thomassen, Aline"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0432","Thomassen, Aline"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0433","Thomassen, Aline"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0434","Thomassen, Aline"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0441","Ticheler, Pascale"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0466","Urdárianu, Veron"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0467","Urdárianu, Veron"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0468","Urdárianu, Veron"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0469.1-2.1","Urdárianu, Veron"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0469.1-2.2","Urdárianu, Veron"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0470","Verkerk, Emo"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0474","Verkerk, Emo"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0475","Verkerk, Emo"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0476","Verhoef, Toon"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0480","Vlottes, Guido"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0481","Vlottes, Guido"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0482","Vlottes, Guido"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0484","Watanabe, Nobuko"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0485","Warmer, Naomi"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0487","Warmer, Naomi"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0489","Wit, Hans de"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0490","Wit, Hans de"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0491","Wit, Hans de"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0492","Wit, Hans de"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0493","Wit, Hans de"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0494","Wit, Hans de"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0495","Wit, Hans de"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0496","Wit, Hans de"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0497","Wit, Hans de"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0498","Wit, Hans de"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0499","Wit, Hans de"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0500","Wit, Hans de"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0501","Wit, Hans de"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0502","Wit, Hans de"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0503","Wit, Hans de"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/NOG-0540.1-2","Taocheng Wang, Evelyn"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/S-00000145","Sluijters, Jan"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/S-00000206","Westendorp-Osieck, Betsy"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/S-00001387","Roosen, Maria"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/S-00001388","Roosen, Maria"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/S-00001389","Roosen, Maria"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/S-00001390","Roosen, Maria"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/S-00001391","Roosen, Maria"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/S-00001406","Roosen, Maria"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/S-00001317","Vingerling, Evi"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/S-00001778","Erheriene – Essi, Esiri"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/S-00001854.1-6.1","Wouters, Job"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/S-00001854.1-6.2","Wouters, Job"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/S-00001854.1-6.3","Wouters, Job"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/S-00001854.1-6.4","Wouters, Job"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/S-00001854.1-6.5","Wouters, Job"
"http://data.collectienederland.nl/resource/document/stedelijk-museum-schiedam/S-00001854.1-6.6","Wouters, Job"
