"File","rdf:RDF - edm:ProvidedCHO - rdf:about","rdf:RDF - edm:ProvidedCHO - dc:type - skos:Concept - rdf:about","dc:type_URI","rdf:RDF - edm:ProvidedCHO - dcterms:medium - rdf:resource","dcterms:medium_URI","rdf:RDF - edm:ProvidedCHO - dcterms:medium","rdf:RDF - edm:ProvidedCHO - edmfp:technique - rdf:resource","edmfp:technique_URI","rdf:RDF - edm:ProvidedCHO - edmfp:technique","rdf:RDF - edm:ProvidedCHO - edmfp:technique - xml:lang","rdf:RDF - edm:ProvidedCHO - dcterms:creator - edm:Agent - skos:prefLabel - xml:lang","rdf:RDF - edm:ProvidedCHO - dc:description - xml:lang","rdf:RDF - edm:ProvidedCHO - dc:description","rdf:RDF - edm:ProvidedCHO - dc:identifier","rdf:RDF - edm:ProvidedCHO - dc:title - xml:lang","rdf:RDF - edm:ProvidedCHO - dc:title","rdf:RDF - edm:ProvidedCHO - edm:type","rdf:RDF - edm:ProvidedCHO - dcterms:created - xml:lang","rdf:RDF - edm:ProvidedCHO - dcterms:created","rdf:RDF - ore:Aggregation - rdf:about","rdf:RDF - ore:Aggregation - edm:aggregatedCHO - rdf:resource","rdf:RDF - ore:Aggregation - edm:dataProvider - edm:Agent - skos:prefLabel - xml:lang","rdf:RDF - ore:Aggregation - edm:dataProvider - edm:Agent - skos:prefLabel","rdf:RDF - ore:Aggregation - edm:hasView - edm:WebResource - rdf:about","rdf:RDF - ore:Aggregation - edm:isShownAt - edm:WebResource - rdf:about","rdf:RDF - ore:Aggregation - edm:isShownBy - edm:WebResource - rdf:about","rdf:RDF - ore:Aggregation - edm:provider - edm:Agent - rdf:about","rdf:RDF - ore:Aggregation - edm:provider - edm:Agent - skos:prefLabel","rdf:RDF - ore:Aggregation - edm:rights - rdf:resource"
"Item_34264710.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-06136","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Sitsen rok of wagd. Op een wit fond zijn takken met bladeren enbloemen te zien in de kleuren: rood, blauw, paars of aubergine en zwart. De rok is ongevoerd. Aan de bovenzijde is een haak en oog sluiting, waarbij twee oogjes zijn bevestigd. De bovenzijde is afgezet met een groene bies met daarin geometrische witte figuurtjes.","ZOV-06136","nl","Sitsen rok of wagd","IMAGE","","","localID/europeana-fashion/Aggregation_ZOV-06136","localID/europeana-fashion/ZOV-06136","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-06136.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-06136.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264710.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10434","","","http://vocab.getty.edu/aat/300231565","textiel","","","handnaaiwerk","nl","","","","","","","","","","","","","","","","","","",""
"Item_34264710.xml","","","","","","","http://thesaurus.europeanafashion.eu/thesaurus/10692","","handnaaiwerk","","","","","","","","","","","","","","","","","","","",""
"Item_34264711.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-06147","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Blauw zijden kassekien. Halflang model met voorpanden uit één stuk. Rug met midennaad, nauwsluitend lijfje met diepe rechte hals. Mouw halflang nauwsluitend met los kransje. Rok wijd met diepe plooien op taillehoogte in zijnaden. Sluiting voor met zes haken en ogen. Lijfje later ingenomen. Binnenband ontbreekt, één kransje idem. Kleuren: blauw/wit/grijs geruit, roze/wit/groen boeketjes. De voering is licht grijs/groen gekalanderd.","ZOV-06147","nl","Blauw zijden kassekien","IMAGE","nl","1785/1799","localID/europeana-fashion/Aggregation_ZOV-06147","localID/europeana-fashion/ZOV-06147","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-06147.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-06147.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264711.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10002","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264712.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-06149","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Katoenen jak met ovale hals en zeer wijde mouw met manchetten en split welke sluit met twee haakjes en trensjes. Gladde tailleband. Voorpand middenvoor boven tailleband sterk gerimpeld. Achterband onder tailleband in midden sterk geplooid. Sluiting voor met losse binnenvoorpandjes (haak en oog) en buiten voorpand op schouder en oksel met haak en trensje. Achter in taille twee ogen voor bevestiging rok.","ZOV-06149","nl","Jak met ovale hals en wijde mouw","IMAGE","nl","1830/1839","localID/europeana-fashion/Aggregation_ZOV-06149","localID/europeana-fashion/ZOV-06149","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-06149.JPG","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-06149.JPG","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264712.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10002","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264713.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-06154","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Zijde roze/ wit gestreepte meisjes kassekien. Voering geel gekalanderd. Model: halflang met voorpanden uit 1 stuk. Achterpand met middennaad. Nauwsluitend lijfje, wijde rok met plooien op taillehoogte in zijnaden en vastgezette plooi middenachter. Nauwsluitende halflange mouw met vin, varkensmouwtjes. Diepe rechte hals. Plooi in taille voor puntvormig lijfje. Sluiting middenvoor met 15 haken en ogen, binnenband en lusjes.","ZOV-06154","nl","Zijde roze/ wit gestreepte meisjes kassekien","IMAGE","nl","1785/1799","localID/europeana-fashion/Aggregation_ZOV-06154","localID/europeana-fashion/ZOV-06154","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-06154.JPG","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-06154.JPG","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264713.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10002","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264714.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-06158","","","","http://vocab.getty.edu/aat/300014067","katoen","","","katoen","","nl","nl","Wit blauwe katoenen rok met rankenpatroon. Wijd model met platte plooien, glad buikstuk en split rechts voor (haak/oog) aan met blauw doorwerkte tailleband gezet. Split enonderkant afgewerkt met blauw koordje. Brede zoom. In band smale bandjes als schouderbandjes. Stof wit fond, blauwe ranken.","ZOV-06158","nl","Wit blauwe katoenen rok met rankenpatroon","IMAGE","","","localID/europeana-fashion/Aggregation_ZOV-06158","localID/europeana-fashion/ZOV-06158","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-06158.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-06158.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264714.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10035","","http://thesaurus.europeanafashion.eu/thesaurus/10354","","katoen","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264715.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-06159","","","","","","","","","","nl","nl","Zijde lichtblauwe rok met witte en roze-oranje bloemmotieven. Wijd model, achter iets langer dan voor, met diepte platte plooien en smal glad buikstuk aan band gezet. Split links en rechts voor, die sluiten met haak en oog. Geel gekalanderde voering. Onderkant voering katoen wit met blauwe ranken. Stof patroon buitenkant rok: lichtblauw fond met opliggende bloemmotiefjes in diverse kleuren roze en groen.","ZOV-06159","nl","Zijde lichtblauwe rok met witte en roze-oranje bloemmotieven","IMAGE","nl","1750/1799","localID/europeana-fashion/Aggregation_ZOV-06159","localID/europeana-fashion/ZOV-06159","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-06159.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-06159.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264715.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10035","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264716.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-06165","","","","http://vocab.getty.edu/aat/300014069","linnen","","","linnen","","nl","nl","Linnen keurslijf of korset met rode sits. Het linnen lijfje is geheel verstevigd met baleinen, waardoor een cilinervorm ontstaat. Hier en daar afgewerkt met lichtblauw band. Over het lijfje is rode sits met bloempatroon in diverse kleuren gestikt van onder tot iets over de helft. De panden lopen uit in lipjes die over de heupen vallen. Het keurslijf sluit middenachter met veter en nestelgaatjes. De schouderbanden van wit linnen zitten vast aan het voorpand, lopen over de schouder naar achter, door een lus, dan kruislings over de rug, onder de arm door naar voren, waar het nestelgaatje aan het uiteinde van elke band bevestigd wordt aan een schuin geplaatst haakje links en rechts op het voorpand.","ZOV-06165","nl","Linnen keurslijf of korset met rode sits","IMAGE","nl","1700/1800","localID/europeana-fashion/Aggregation_ZOV-06165","localID/europeana-fashion/ZOV-06165","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-06165.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-06165.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264716.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10086","","http://thesaurus.europeanafashion.eu/thesaurus/10355","","linnen","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264717.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-06166","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Wit en paars katoenen spencer of jak, wit fond met vertikaal gegolfde lila strepen, strooimotiefjes in rood, groen en donkerpaars. Kort model met brede kraag, lange mouwen die over handen valen met band rond pols. Sluiting middenvoor met losse binnen en buiten voorpanden. Achterpand enigszins tuitvormig, midden onder de tailleband sterk geplooid. Diverse naden opgevuld met koordje (rolnaad). Kraag gedecoreerd met gefronst randje.","ZOV-06166","nl","Wit en paars katoenen spencer of jak","IMAGE","nl","1790/1820","localID/europeana-fashion/Aggregation_ZOV-06166","localID/europeana-fashion/ZOV-06166","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-06166.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-06166.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264717.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10048","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264718.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-06168","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Wijd model rok of wagd met florale motieven in blauw, rood, geel en zwart. Platte plooien aan wit/blauw doorwerkt bandje gezet. Buikstuk licht geplooid. Split rechtsvoor met zak, sluiting met haak en oog. Geheel gevoerd linnen. Split en onderkant afgewerkt met koordje. Stof patroon: wit fond met florale motieven in blauw, rood, geel en zwarte contourlijnen, sits. Handgeschilderd, waarschijnlijk India.","ZOV-06168","nl","Wijd model rok of wagd  met florale motieven in blauw, rood, geel en zwart","IMAGE","nl","1700/1799","localID/europeana-fashion/Aggregation_ZOV-06168","localID/europeana-fashion/ZOV-06168","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-06168.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-06168.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264718.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10035","","","http://vocab.getty.edu/aat/300231565","textiel","","","handnaaiwerk","nl","","","","","","","","","","","","","","","","","","",""
"Item_34264718.xml","","","","","","","http://thesaurus.europeanafashion.eu/thesaurus/10692","","handnaaiwerk","","","","","","","","","","","","","","","","","","","",""
"Item_34264719.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-06228","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Zijden/wollen kassekien. Model: nauwsluitend lijfje met zeer wijde lange schoot.Elleboog-lange mouwen met losse kransjes. Zeer lage hals. Sluiting haken/ogen 7 stuks. Stof: zilvergrijze ripszijde met ruitmotief. Voering: grijs gekalanderd.","ZOV-06228","nl","Zijden/wollen kassekien","IMAGE","nl","1750/1799","localID/europeana-fashion/Aggregation_ZOV-06228","localID/europeana-fashion/ZOV-06228","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-06228.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-06228.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264719.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10042","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264720.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-06338","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Blauw-roze changeantzijden kaper. De voering is gemaakt van witte moiré zijde. Wit satijnen schouderbanden, blauw satijnen borstbanden. Sluitingen ontbreken. In de rand met rode rijgsteek de naam: ""M.A. van Wessem"".","ZOV-06338","nl","Blauw-roze changeantzijden kaper","IMAGE","nl","1775/1824","localID/europeana-fashion/Aggregation_ZOV-06338","localID/europeana-fashion/ZOV-06338","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-06338c.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-06338c.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264720.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10188","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264721.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-06379","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Rok of wagd van sits met een wit fond, bruine ranken met blauw en bruine baldmorieven en licht- en donkderroze bloemen, met beige. Langs de onderzijde een rood koordje en langs de split een geel koordje. De taille is met een linnen band afgewerkt. Split achter met een haak en een oog.","ZOV-06379","nl","Rok of wagd van sits","IMAGE","nl","1750/1849","localID/europeana-fashion/Aggregation_ZOV-06379","localID/europeana-fashion/ZOV-06379","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-06379.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-06379.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264721.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10035","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264722.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-06554","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Witte katoenen kraag.","ZOV-06554","nl","Katoenen kraag","IMAGE","","","localID/europeana-fashion/Aggregation_ZOV-06554","localID/europeana-fashion/ZOV-06554","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-06554.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-06554.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264722.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10058","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264723.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-06617","","http://vocab.getty.edu/aat/300238962","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Doopdeken in Zaans Stikwerk. Rechthoekig doopkleed. Zowel de motieven als de ondergrond zijn uitgevoerd in stiksteken. De vlakken binnen de motieven zijn onbewerkt. Het patroon bestaat uit zeer gestyleerde bloem en bladmotieven. In het midden een groot granaatappelachtig motief. Over de hele deken grote krullende acanthusachtige bladeren, vergezeld van lipachtige bloemen. Rondom een rand van schulpmotief, van het midden gescheiden door een rechte lijn. De deken is ongevoerd, aan de achterkant zijn de lusjes van de vuldraden te zien. De zeer gestyleerde lipachtige bloemen doen denken aan 17e eeuws crewelwerk.","ZOV-06617","nl","Doopdeken in Zaans Stikwerk","IMAGE","nl","1775/1799","localID/europeana-fashion/Aggregation_ZOV-06617","localID/europeana-fashion/ZOV-06617","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-06617.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-06617.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264723.xml","","","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264724.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-08002","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Rode damasten rok of wagd. Wijd model met platte plooien en licht gerimpeld buikstuk aan band gezet. Split rechtsvoor met zak. Sluit met haak en oog. Split en onderkant afgewerkt met rood koordje.","ZOV-08002","nl","Rode damasten rok of wagd","IMAGE","nl","1750/1799","localID/europeana-fashion/Aggregation_ZOV-08002","localID/europeana-fashion/ZOV-08002","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-08002.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-08002.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264724.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10002","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264725.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-08475","","","","http://vocab.getty.edu/aat/300014069","linnen","","","linnen","","nl","nl","Half hemd voor vrouw of meisje van wit linnen batist, bedoeld om de halsuitsnijding te bedekken, later chemisette genoemd. Buitengewoon fijn borduurwerk langs de halsrand en middenvoor langs het split in een motief van bloemen en vogeltjes. Daaraan nog afgezet met een smal Oud-Vlaams kloskantje. Het borduurwerk is niet op de stof gemaakt, maar er los aan bevestigd. Het half hemd is aan de binnenzijde rondom afgewerkt met smal linnenband. De haakjes aan de binnenzijde van het voorpand zijn mogelijk een latere toevoeging. Ondersluiting twee lussen aan de achterkant en twee haakjes aan de voorkant. De bijbehorende strikbandjes ontbreken.","ZOV-08475","nl","Chemisette of half hemd voor vrouw of meisje","IMAGE","nl","1700/1749","localID/europeana-fashion/Aggregation_ZOV-08475","localID/europeana-fashion/ZOV-08475","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-08475.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-08475.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264725.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10619","","http://thesaurus.europeanafashion.eu/thesaurus/10355","","linnen","","http://vocab.getty.edu/aat/300053642","geweven","nl","","","","","","","","","","","","","","","","","","",""
"Item_34264725.xml","","","","","","","","http://vocab.getty.edu/aat/300053642","geweven","","","","","","","","","","","","","","","","","","","",""
"Item_34264726.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-08520","","","","http://vocab.getty.edu/aat/300014069","linnen","","","linnen","","nl","nl","Een witte chemisette, kroplap of half hemd met vierkante halsuitsnijding, van linnen damast met vierkante patroontjes. Afgezet met een kloskant waarin vogeltjes en strooibloemen het motief vormen. Sluiting op de vier hoeken onderaan, met metalen oogjes aan de achterzijde en koordjes aan de voorkant. De bandjes met haakjes eraan ontbreken.","ZOV-08520","nl","Chemisette of half hemd voor vrouw of meisje","IMAGE","nl","1750/1824","localID/europeana-fashion/Aggregation_ZOV-08520","localID/europeana-fashion/ZOV-08520","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-08520.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-08520.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264726.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10619","","http://thesaurus.europeanafashion.eu/thesaurus/10355","","linnen","","http://vocab.getty.edu/aat/300053642","geweven","nl","","","","","","","","","","","","","","","","","","",""
"Item_34264726.xml","","","","","","","","http://vocab.getty.edu/aat/300053642","geweven","","","","","","","","","","","","","","","","","","","",""
"Item_34264727.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-08561","","","","http://vocab.getty.edu/aat/300231565","textiel","","","textiel","","nl","nl","Sitsen schort.","ZOV-08561","nl","Sitsen schort","IMAGE","","","localID/europeana-fashion/Aggregation_ZOV-08561","localID/europeana-fashion/ZOV-08561","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-08561.JPG","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=zov-08561.JPG","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264727.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10293","","","http://vocab.getty.edu/aat/300231565","textiel","","","","","","","","","","","","","","","","","","","","","","",""
"Item_34264728.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-08747","","","","http://vocab.getty.edu/aat/300243428","zijde","","","zijde","","nl","nl","Een zwart met blauw zijden vrouwenjak of kassekien, met driekwart mouwen, en een lange, wijde schoot. Een diepe, ronde, halsuitsnijding voor en een rechte halslijn achter. Gemaakt van een zijde/wol mengweefsel en gevoerd met donkerblauwe wollen grein. Het jak sluit met behulp van acht haken en ogen. Op de elleboog versiering van gefronste bandjes van dezelfde stof. De schoot krijgt wijdte door een stolpplooi in elk van de (naar achter geplaatste) zijnaden. Aan de binnenkant twee blauw/witte lusjes om het jak op het keurslijf te spelden + twee bandjes om het onder de punt van het keurslijf vast te strikken.","ZOV-08747","nl","Jak of kassekien","IMAGE","nl","1775/1824","localID/europeana-fashion/Aggregation_ZOV-08747","localID/europeana-fashion/ZOV-08747","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-08747.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-08747.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264728.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10042","","http://thesaurus.europeanafashion.eu/thesaurus/10352","","zijde","","http://vocab.getty.edu/aat/300053642","geweven","nl","","","","","","","","","","","","","","","","","","",""
"Item_34264728.xml","","","","","","","","http://vocab.getty.edu/aat/300053642","geweven","","","","","","","","","","","","","","","","","","","",""
"Item_34264729.xml","https://modemuze.nl/localID/europeana-fashion/ZOV-11941","","","","http://vocab.getty.edu/aat/300014069","linnen","","","linnen","","nl","nl","Meisjesmuts met Zaans stikwerk, bestaande uit drie delen. Linnen, aan de buitenzijde fijner geweven dan aan de binnenzijde. De motieven zijn in stiksteken de ondergrond in rijgsteken, beide met vuldraden, relatief onregelmatige steken. Op elk segment bladranken in een hartvorm en andere gestileerde rococo-achtige ronde vorm, deeks gevuld met een rastepatroon. Het middeldeel is afgezet met geschulpte takvormen. Keelband links van linnenband. De muts is rondom afgezet met een linnenbandje. Ongevoerd, aan de binnenkant zijn geen lusjes te zien van de vuldraden.","ZOV-11941","nl","Meisjesmuts met Zaans stikwerk","IMAGE","","","localID/europeana-fashion/Aggregation_ZOV-11941","localID/europeana-fashion/ZOV-11941","nl","Zaans Museum","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-11941.jpg","https://zaansweb.adlibhosting.com/search/simple","https://zaansmuseum.adlibhosting.com/webapi/wwwopac.ashx?command=getcontent&server=images&value=ZOV-11941.jpg","http://www.europeanafashion.eu/","Europeana Fashion","http://creativecommons.org/publicdomain/zero/1.0/"
"Item_34264729.xml","","http://thesaurus.europeanafashion.eu/thesaurus/10201","","http://thesaurus.europeanafashion.eu/thesaurus/10355","","linnen","","","","","","","","","","","","","","","","","","","","","","",""
