type;;;;
textile, wood;;;;
textiel, hout;;;;
latex on canvas;;;;
latex op doek;;;;
gouache on paper;;;;
gouache op papier;;;;
linocut on paper;;;;
lino op papier;;;;
etching on paper;;;;
ets op papier;;;;
aquatint, etching on paper;;;;
aquatint, ets op papier;;;;
felt-tip pen, aquatint, etching on paper;;;;
viltstift, aquatint, ets op papier;;;;
copper engraving on paper;;;;
kopergravure op papier;;;;
metal, electronic components, plexiglass, transformer;;;;
metaal, elektrische componenten, perspex, transformator;;;;
pencil, offset on paper;;;;
potlood, offset op papier;;;;
oil on canvas;;;;
olieverf op doek;;;;
acrylic on canvas;;;;
acrylverf op doek;;;;
offset on paper;;;;
offset op papier;;;;
lithograph on paper;;;;
litho op papier;;;;
mixed media on paper;;;;
gemengde techniek op papier;;;;
ink on paper;;;;
inkt op papier;;;;
acrylic paint on wood;;;;
acrylverf op hout;;;;
monotype, blind print on paper;;;;
monotype, blinddruk op papier;;;;
blind print on paper;;;;
blinddruk op papier;;;;
oil on cardboard;;;;
olieverf op karton;;;;
pencil, compressed charcoal on paper;;;;
potlood, Siberisch krijt op papier;;;;
silkscreen on paper;;;;
zeefdruk op papier;;;;
oil, sand on canvas;;;;
olieverf, zand op doek;;;;
woodcut on paper;;;;
houtsnede op papier;;;;
feathers, leather lace, paper flag, set square, T-square, black-and-white & colour photography, postcard, hygrometer, chair, slide projection;;;;
veren, leren veter, papieren vlag, tekenhaak, tekendriehoek, prentbriefkaart, zwart-wit en kleurenfoto, vochtigheidsmeter, stoel, diaprojectie;;;;
colour photograph;;;;
kleurenfoto;;;;
language + the materials referred to;;;;
taal + de materialen waarnaar verwezen wordt;;;;
collage on paper;;;;
collage op papier;;;;
oil on panel;;;;
olieverf on paneel;;;;
acrylic paint, linocut on paper;;;;
acrylverf, lino op papier;;;;
metal, wood, acryl paint;;;;
metaal, hout, acrylverf;;;;
pencil, ball-point pen ink on paper on canvas;;;;
potlood, balpen inkt op papier op doek;;;;
silkscreen in mirror silver on laminated glass, aluminum (base);;;;
zeefdruk in spiegelzilver op gelaagd glas, aluminium (voetstuk);;;;
oil, sand, paper on wood;;;;
olieverf, zand, papier op hout;;;;
olieverf op paneel;;;;
book;;;;
boek;;;;
acrylic paint, recycled wood;;;;
acrylverf, hergebruikt hout;;;;
offset on velvet;;;;
offset op velour;;;;
lithograph and letterpress on paper;;;;
litho, hoogdruk op papier;;;;
water colour on paper;;;;
aquarel op papier;;;;
aquatint, lijnets op papier;;;;
iron, copper, wood, bitumen, gilded wood;;;;
ijzer, koper, hout, bitumen, verguld hout;;;;
pigment, polystyrene, cement;;;;
pigment, polystyreen, cement;;;;
offset litho on cardboard, turntable;;;;
offsetlitho op karton, draaiplateau;;;;
mixed media on panel;;;;
gemengde techniek op paneel;;;;
conté pencil, watercolour on paper;;;;
contépotlood, aquarel op papier;;;;
acrylic, pencil, ink on canvas;;;;
acrylverf, potlood, inkt op doek;;;;
screen print on paper;;;;
offset op paper;;;;
painted wood;;;;
beschilderd hout;;;;
acrylic on paper;;;;
acrylverf op papier;;;;
formica, chipboard, metal, plastic, water;;;;
formica, spaanplaat, metaal, plastic, water;;;;
pencil, oil on panel;;;;
potlood, olieverf op paneel;;;;
fluorescent light;;;;
fluorescentielicht;;;;
silkscreen, ink on paper;;;;
zeefdruk, inkt op papier;;;;
screenprint on paper;;;;
stamp on paper;;;;
stempel op papier;;;;
offset, screenprint on paper;;;;
offset, zeefdruk op papier;;;;
Indian ink on Japanese paper;;;;
Oost-Indische inkt op Japans papier;;;;
ink op papier;;;;
black-and-white photograph;;;;
zwart-wit foto;;;;
sketchbook, chalk, paper on paper;;;;
schetsboek, krijt, papier op papier;;;;
paper on canvas;;;;
papier op doek;;;;
synthetic paint on photograph on linen, synthetic paint on wood;;;;
synthetische verf op foto op linnen, synthetische verf op hout;;;;
synthetic paint on canvas;;;;
synthetische verf op doek;;;;
black-and-white photograph, letraset on paper;;;;
zwart-wit foto, wrijfletters op papier;;;;
blood, canvas, wood;;;;
bloed, doek, hout;;;;
oil, acrylic on canvas;;;;
olieverf, alcrylverf, doek;;;;
letterpress on paper;;;;
boekdruk op papier;;;;
oil & acrylicpaint on canvas;;;;
olieverf, acrylverf op doek;;;;
painted polyurethane;;;;
beschilderd polyurethaan;;;;
painted wood, bronze, brass, water;;;;
beschilderd hout, koper, brons, messing, water;;;;
letterpress print on paper;;;;
hoogdruk op papier;;;;
glazed porcelain;;;;
geglazuurd porselein;;;;
pencil on wall;;;;
potlood op wand;;;;
pencil, silkscreen, oil on paper on canvas;;;;
potlood, zeefdruk, olieverf op papier op doek;;;;
6 gunny sacks, 1 barrel, glass plate, skin, wood, horn;;;;
6 juten zakken, 1 ton, glasplaat, huid, hout, hoorn;;;;
silkscreen on polished metal;;;;
zeefdruk op gepolijst metaal;;;;
styropor, polyester, painted aluminum foil;;;;
styropor, polyester, beschilderde aluminiumfolie;;;;
oil on paper on linoleum;;;;
olieverf op papier op linoleum;;;;
Inkless intaglio print, handcolored with oil, on paper;;;;
blinddruk en olieverf op papier;;;;
pencil on paper;;;;
potlood op papier;;;;
mirror glass, wood;;;;
spiegelglas, hout;;;;
gouache, pencil on paper;;;;
gouache, potlood op papier;;;;
colour photograph on paper;;;;
kleurenfoto op papier;;;;
cardboard;;;;
karton;;;;
oil, cut on canvas;;;;
olieverf, snede op doek;;;;
print on paper, lithograph on paper;;;;
boekdruk op papier, litho op papier;;;;
distemper, oil on canvas;;;;
tempera, olieverf op doek;;;;
paintstick on canvas;;;;
olieverf staaf op linnen;;;;
book, relief printing on paper;;;;
boek, hoogdruk op papier;;;;
letterpress print on paper, two stickers;;;;
hoogdruk op papier, twee stickers;;;;
iron, brass;;;;
ijzer, messing;;;;
cork (chessboard), textile filled with sand (32 figurines);;;;
kurk (schaakbord), textiel gevuld met zand (32 figuren);;;;
acrylic on multiplex on linen;;;;
acrylverf op multiplex op linnen;;;;
steel, granit, earth, fibreglass cord, copper;;;;
staal, graniet, aarde, glasvezelkoord, koper;;;;
silkscreen, lithograph on paper;;;;
zeefdruk, litho op papier;;;;
128 colour slides, projectors, soundtrack: duration 30 min.;;;;
128 kleurendia's, geluidsband;;;;
silkscreen on handmade paper;;;;
zeefdruk op handgeschept papier;;;;
charcoal on paper;;;;
houtskool op papier;;;;
oil, cotton wool on canvas;;;;
olieverf, watten op doek;;;;
perforations, glass, oil on canvas;;;;
perforaties, glas, olieverf op doek;;;;
paint, silkscreen on paper;;;;
verf, zeefdruk op papier;;;;
blue letterpress print on red printed paper;;;;
blauw hoogdruk op rood bedrukt papier;;;;
boomtak, olieverf op doek;;;;
colour photograph, cardboard, velvet;;;;
kleurenfoto, karton, fluweel;;;;
water colour, pencil, colour photograph paper, mounted on chipboard;;;;
aquarel, potlood, kleurenfoto, papier, geplakt op spaanplaat;;;;
metal, jute;;;;
metaal, jute;;;;
mixed media on canvas;;;;
gemengde techniek op doek;;;;
oil on paper on canvas;;;;
olieverf op papier op linnen;;;;
arm-chair, recycled metal;;;;
fauteuil, gerecycled metaal;;;;
aluminium;;;;
wooden branches, oil on canvas;;;;
boomtakken, olieverf op doek;;;;
painted wood, brass, copper, gas, fire;;;;
beschilderd hout, messing, koper, gasoline, vuur;;;;
distemper on cardboard;;;;
tempera op karton;;;;
compressed charcaol, pastel on r;;;;
Siberisch krijt, paste op papier;;;;
pebblestone;;;;
kiezelsteen;;;;
acrylic on wall;;;;
acrylverf op wand;;;;
silver gelatine print on paper (photomontage);;;;
zilvergelatine druk op papier (fotomontage);;;;
granit;;;;
graniet;;;;
water colour, pastel, oil, black-and-white photograph on paper on wood;;;;
aquarel, pastel, olieverf, zwart-wit foto op papier op hout;;;;
pigment on cardboard on wood;;;;
pigment op karton op hout;;;;
pencil, oil on paper;;;;
potlood, olieverf op papier;;;;
mixed media on paper on canvas;;;;
gemengde techniek op papier op doek;;;;
oil on board;;;;
olieverf op board;;;;
chalk, watercolour on paper;;;;
krijt, aquarel op papier;;;;
colour copy on paper;;;;
kleurenkopie op papier;;;;
mixed media on canvas on paper;;;;
gemengde techniek op doek op papier;;;;
reliefprint and lithograph on paper;;;;
lithography on paper;;;;
lithografie op papier;;;;
polystyrene, fiberglass, reinforced polyester;;;;
polystyreen, glasvezel, gewapend polyester;;;;
oil, glycero-phtalic paint on canvas;;;;
olieverf, alkydverf on doek;;;;
language+ the materials referred to;;;;
taal en de materialen waarnaar verwezen wordt;;;;
relief printing on paper;;;;
manuscript, ink on paper;;;;
manuscript, inkt op papier;;;;
concept;;;;
gouache, ink on paper;;;;
gouache, inkt op papier;;;;
colour ink wash over latex painted wall;;;;
kleuren inkt wassing over latex geschilderde wand;;;;
sandstone in display case;;;;
zandsteen in vitrinekast;;;;
pastel on paper;;;;
pastelkrijt op papier;;;;
chalk;;;;
krijt;;;;
steel;;;;
staal;;;;
ink on paper on canvas;;;;
inkt op papier op doek;;;;
2 car roofs, car tire, gunny sacks;;;;
2 autodaken, autoband, juten zakken;;;;
oil, acrylic, polaroid on canvas;;;;
olieverf, acrylverf, polaroid op doek;;;;
9 plexiglass socles, 9 chairs, 9 stretched canvasses, 1 dinner jacket;;;;
9 plexiglazen sokkels, 9 stoelen, 9 opgespannen doeken, 1 rokkostuum;;;;
iron, horse hair;;;;
ijzer, paardenhaar;;;;
synthetic paint on PVC on plexiglass;;;;
synthetische verf op PVC op perspex;;;;
olieverf op papier;;;;
Aktion with trees and basalt blocks;;;;
Aktion met bomen en basaltblokken;;;;
display case, coffee grinders;;;;
vitrine, koffiemolens;;;;
acrylic, stamp on paper;;;;
acrylverf op karton, sjabloondruk, potlood, inktstempel;;;;
oil, distemper on canvas;;;;
oil, synthetic varnish, pencil, silk-screen on paper on canvas;;;;
olieverf, synthetische vernis, potlood, zeefdruk op papier op doek;;;;
kleurenfoto, fluweel op karton;;;;
oil, chalk on paper;;;;
olieverf, krijt op papier;;;;
dye, ink, aluminum foil, black-and-white photography;;;;
kleurstof, inkt, aluminiumfolie, zwart-wit fotografie;;;;
marble;;;;
marmer;;;;
2 colour photographs, 2 spots, 2 bouquets;;;;
2 kleurenfoto's, 2 spots, 2 bloemstukken;;;;
sandstone;;;;
gegraveerde letters in zandsteen;;;;
water colour, monotype, perforation on paper;;;;
aquarel, monotype, perforatie op papier;;;;
chalk, ink on canvas;;;;
krijt, inkt op doek;;;;
lithograph, silkscreen and leaf silver on paper;;;;
litho, zeefdruk, zilververf op papier;;;;
reading standard with quire, offset on paper;;;;
leesstandaard met katern, offset op papier;;;;
charcoal, pastel on paper;;;;
houtskool, pastel op papier;;;;
watercolour on paper;;;;
pastel, charcoal, watercolour on paper;;;;
pastel, houtskool, aquarel op papier;;;;
enamel paint on plaster;;;;
lakverf op gips;;;;
25 books, brass, painted aluminium;;;;
25 boeken, messing, beschilderd aluminium;;;;
cardboard, metal, mirror;;;;
karton, metaal, spiegel;;;;
woodprint on rice paper;;;;
houtdruk op rijstpapier;;;;
black-and-white photograph on aluminum;;;;
zwart-wit foto op aluminium;;;;
linocut, fingerprint on paper;;;;
lino, vingerafdruk op papier;;;;
woodcut, photo collage on paper;;;;
houtsnede, fotocollage op papier;;;;
silkscreen, gouache op paper;;;;
zeefdruk, gouache op papier;;;;
woodcut, blind print on paper;;;;
houtsnede, blinddruk op papier;;;;
etching, aquatint on paper;;;;
ets, aquatint op papier;;;;
screenprint, blind print, stamp on paper;;;;
zeefdruk, blinddruk, stempeldruk op papier;;;;
oil, alkyde resin on canvas on plywood;;;;
