"File","rdf:RDF - edm:ProvidedCHO - rdf:about","dc:type_literal","rdf:RDF - edm:ProvidedCHO - dc:type - skos:Concept - rdf:about","rdf:RDF - edm:ProvidedCHO - dcterms:medium","rdf:RDF - edm:ProvidedCHO - dcterms:medium - rdf:resource","dcterms:medium_URI","rdf:RDF - edm:ProvidedCHO - edmfp:technique - rdf:resource","edmfp:technique_URI","rdf:RDF - edm:ProvidedCHO - edmfp:technique","rdf:RDF - edm:ProvidedCHO - dcterms:provenance","rdf:RDF - edm:ProvidedCHO - dc:date","rdf:RDF - edm:ProvidedCHO - dcterms:creator - edm:Agent - skos:prefLabel - xml:lang","rdf:RDF - edm:ProvidedCHO - dcterms:creator - edm:Agent - skos:prefLabel","rdf:RDF - edm:ProvidedCHO - dc:creator - edm:Agent - skos:prefLabel","rdf:RDF - edm:ProvidedCHO - dc:description - xml:lang","rdf:RDF - edm:ProvidedCHO - dc:description","rdf:RDF - edm:ProvidedCHO - dc:identifier","rdf:RDF - edm:ProvidedCHO - dc:title - xml:lang","rdf:RDF - edm:ProvidedCHO - dc:title","rdf:RDF - edm:ProvidedCHO - edm:type","rdf:RDF - edm:ProvidedCHO - dcterms:created - xml:lang","rdf:RDF - edm:ProvidedCHO - dcterms:created","rdf:RDF - edm:ProvidedCHO - mrel:dsr - edm:Agent - skos:prefLabel - xml:lang","rdf:RDF - edm:ProvidedCHO - mrel:dsr - edm:Agent - skos:prefLabel","rdf:RDF - edm:ProvidedCHO - dcterms:spatial - edm:Place - skos:prefLabel - xml:lang","rdf:RDF - edm:ProvidedCHO - dcterms:spatial - edm:Place - skos:prefLabel","rdf:RDF - edm:ProvidedCHO - dcterms:isPartOf","rdf:RDF - edm:ProvidedCHO - mrel:spn - edm:Agent - skos:prefLabel","rdf:RDF - ore:Aggregation - rdf:about","rdf:RDF - ore:Aggregation - edm:aggregatedCHO - rdf:resource","rdf:RDF - ore:Aggregation - edm:dataProvider - edm:Agent - skos:prefLabel - xml:lang","rdf:RDF - ore:Aggregation - edm:dataProvider - edm:Agent - skos:prefLabel","rdf:RDF - ore:Aggregation - edm:isShownAt - edm:WebResource - rdf:about","rdf:RDF - ore:Aggregation - edm:provider - edm:Agent - rdf:about","rdf:RDF - ore:Aggregation - edm:provider - edm:Agent - skos:prefLabel","rdf:RDF - ore:Aggregation - edm:rights - rdf:resource","rdf:RDF - ore:Aggregation - edm:hasView - edm:WebResource - rdf:about","rdf:RDF - ore:Aggregation - edm:isShownBy - edm:WebResource - rdf:about"
"22-11-18_13:54:06/Item_34560240.xml","","kledingaccessoire","http://thesaurus.europeanafashion.eu/thesaurus/10132","katoen","http://thesaurus.europeanafashion.eu/thesaurus/10354","","","","bedrukt","schenking","ca","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560240.xml","","sjaal","http://thesaurus.europeanafashion.eu/thesaurus/10177","","","","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053658","genaaid","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560240.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10001","","","","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053642","geweven","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560240.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10132","","","","http://thesaurus.europeanafashion.eu/thesaurus/10419","","bedrukt","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560240.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10177","","","","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053658","genaaid","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560241.xml","https://modemuze.nl/localID/europeana-fashion/17155","kledingtextiel","http://thesaurus.europeanafashion.eu/thesaurus/10509","katoen","","","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053642","geweven","2007","1964 - 1975","nl","Ploeg, Weverij De (Bergeijk)","Ploeg, Weverij De (Bergeijk)","nl","Blouse van bedrukte katoenen stof met dessin van verschillende kleine, bloemen op stelen met blaadjes, sommige rechtopstaand, andere op de kop, in lichtblauw op een wit fond. De blouse heeft een recht, wijd model en korte mouwen. De blouse heeft een zeer wijde, ronde halsopening. Zowel de hals als de mouwen zijn afgezet met een witte, brede rand broderieband. ","17155","nl","Blouse 'Jasminium'","IMAGE","nl","1964","nl","uitgever","nl","Bergeijk","","","localID/europeana-fashion/Aggregation_17155","localID/europeana-fashion/17155","nl","TextielMuseum","https://textielmuseum.nl/collectie/objecten?diw-id=brabantcloud_textielmuseum-objecten_17155","http://www.europeanafashion.eu/","Europeana Fashion","http://rightsstatements.org/vocab/InC/1.0/","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=ploeg/17155.JPG","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=ploeg/17155.JPG"
"22-11-18_13:54:06/Item_34560241.xml","","kleding","http://thesaurus.europeanafashion.eu/thesaurus/10001","katoen","http://thesaurus.europeanafashion.eu/thesaurus/10354","","","","bedrukt","schenking","ca","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560241.xml","","bovenkleding","http://thesaurus.europeanafashion.eu/thesaurus/10002","","","","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053658","genaaid","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560241.xml","","overhemd","http://thesaurus.europeanafashion.eu/thesaurus/10025","","","","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053642","geweven","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560241.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10509","","","","http://thesaurus.europeanafashion.eu/thesaurus/10419","","bedrukt","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560241.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10001","","","","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053658","genaaid","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560241.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560241.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560242.xml","https://modemuze.nl/localID/europeana-fashion/17156","kledingtextiel","http://thesaurus.europeanafashion.eu/thesaurus/10509","katoen","","","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053642","geweven","2007","1964 - 1975","nl","Ploeg, Weverij De (Bergeijk)","Ploeg, Weverij De (Bergeijk)","nl","Jurk van bedrukte katoenen stof met dessin van twee soorten blokken, vierkante en rechthoekige in twee tinten geel, die elkaar afwisselen zonder ruimte ertussen. Tussen de rijen is het witte fond zichtbaar. Het dessin doet denken aan het dessin 'Ovika'van Carel Visser, maar is niet hetzelfde. De jurk heeft geen mouwen en een vierkante hals aan de voorkant. De jurk heeft een wijd model en een zak op de voorkant. ","17156","nl","Jurk met dessin van blokken, geel","IMAGE","nl","1964","nl","uitgever","nl","Bergeijk","De Ploeg. Sterke stoffen 1923-2012","","localID/europeana-fashion/Aggregation_17156","localID/europeana-fashion/17156","nl","TextielMuseum","https://textielmuseum.nl/collectie/objecten?diw-id=brabantcloud_textielmuseum-objecten_17156","http://www.europeanafashion.eu/","Europeana Fashion","http://rightsstatements.org/vocab/InC/1.0/","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=ploeg/17156-01.JPG","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=ploeg/17156-01.JPG"
"22-11-18_13:54:06/Item_34560242.xml","","kleding","http://thesaurus.europeanafashion.eu/thesaurus/10001","katoen","http://thesaurus.europeanafashion.eu/thesaurus/10354","","","","bedrukt","schenking","ca","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560242.xml","","bovenkleding","http://thesaurus.europeanafashion.eu/thesaurus/10002","","","","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053658","genaaid","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560242.xml","","jurk","http://thesaurus.europeanafashion.eu/thesaurus/10005","","","","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053642","geweven","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560242.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10509","","","","http://thesaurus.europeanafashion.eu/thesaurus/10419","","bedrukt","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560242.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10001","","","","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053658","genaaid","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560242.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560242.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560243.xml","https://modemuze.nl/localID/europeana-fashion/17157","kledingtextiel","http://thesaurus.europeanafashion.eu/thesaurus/10509","katoen","","","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053642","geweven","2007","1970 - 1985","nl","Ploeg, Weverij De (Bergeijk)","Ploeg, Weverij De (Bergeijk)","nl","Jurk van bedrukte katoenen stof met dessin van zwarte lijnen , die doorsneden worden door zwarte bogen met de open kant naar boven of naar beneden. Alles in een tekenachtige stijl op een wit fond. De jurk heeft geen mouwen, een vierkante hals aan de voorkant, de armsgatenen de hals zijn afgezet met zwart band.  De jurk heeft een wijd model. ","17157","nl","Jurk met dessin van zwarte bogen en lijnen op wit fond","IMAGE","nl","1970","nl","uitgever","nl","Bergeijk","","","localID/europeana-fashion/Aggregation_17157","localID/europeana-fashion/17157","nl","TextielMuseum","https://textielmuseum.nl/collectie/objecten?diw-id=brabantcloud_textielmuseum-objecten_17157","http://www.europeanafashion.eu/","Europeana Fashion","http://rightsstatements.org/vocab/InC/1.0/","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=ploeg/17157-01.JPG","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=ploeg/17157-01.JPG"
"22-11-18_13:54:06/Item_34560243.xml","","kleding","http://thesaurus.europeanafashion.eu/thesaurus/10001","katoen","http://thesaurus.europeanafashion.eu/thesaurus/10354","","","","bedrukt","schenking","ca","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560243.xml","","bovenkleding","http://thesaurus.europeanafashion.eu/thesaurus/10002","","","","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053658","genaaid","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560243.xml","","jurk","http://thesaurus.europeanafashion.eu/thesaurus/10005","","","","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053642","geweven","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560243.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10509","","","","http://thesaurus.europeanafashion.eu/thesaurus/10419","","bedrukt","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560243.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10001","","","","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053658","genaaid","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560243.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560243.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560244.xml","https://modemuze.nl/localID/europeana-fashion/17123b","kledingtextiel","http://thesaurus.europeanafashion.eu/thesaurus/10509","katoen","","","","","gedrukt","2007","1968 - 1980","nl","Ploeg, Weverij De (Bergeijk)","Ploeg, Weverij De (Bergeijk)","nl","Ceintuur van bedrukte katoenen stof met dessin van eenvoudige gestileerde bloemen met stelen en bladen. De bloemen zijn gerangschikt in rechte rijen en kolommen en hebben twee verschillende kleurstellingen, die elkaar schaakbordgewijs afwisselen, alles in blauw en drie tinten groen op een wit fond. De ceintuur hoort bij een mouwloze jurk gemaakt van dezelfde stof. ","17123b","nl","Ceintuur bij jurk  'Maja', blauw/groen","IMAGE","nl","1968","nl","uitgever","nl","Bergeijk","","","localID/europeana-fashion/Aggregation_17123b","localID/europeana-fashion/17123b","nl","TextielMuseum","https://textielmuseum.nl/collectie/objecten?diw-id=brabantcloud_textielmuseum-objecten_17123b","http://www.europeanafashion.eu/","Europeana Fashion","http://rightsstatements.org/vocab/InC/1.0/","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=ploeg/17123B.jpg","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=ploeg/17123B.jpg"
"22-11-18_13:54:06/Item_34560244.xml","","kledingaccessoire","http://thesaurus.europeanafashion.eu/thesaurus/10132","katoen","http://thesaurus.europeanafashion.eu/thesaurus/10354","","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053658","genaaid","schenking","ca","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560244.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10509","","","","http://thesaurus.europeanafashion.eu/thesaurus/10419","","gedrukt","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560244.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10132","","","","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053658","genaaid","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560245.xml","https://modemuze.nl/localID/europeana-fashion/15405","kleding","http://thesaurus.europeanafashion.eu/thesaurus/10001","katoen","","","","","machinaal gebreid","2011","2011","nl","Akkersdijk, Borre","Akkersdijk, Borre","nl","Grote rozig gekleurde cape.
Ontwerper Borre Akkersdijk werkte in het TextielLab aan breisels die met een vuldraad zijn opgevuld. Het resultaat is een aantal 'stuffed' kledingstukken: een broek, parka, cape, broekpak en colbert, waarvan de patroondelen kant-en-klaar uit de machine komen. Voor de ontwerpen van de kledingstukken maakte hij veel schetsen en tekeningen. Daarnaast naaide hij proefmodellen van de kledingstukken in een ander materiaal. De dessins zijn ontleend aan een oude kelim van een favoriete tante, die onlangs overleed. Omdat dit kleed met de hand is geweven, vertoont het scheve lijnen, onregelmatigheden en een doorleefdheid die door Borre in de computeromzetting zijn overgenomen. Het is als het ware zijn persoonlijke handtekening in een verder industrieel product. Tijdens het breiproces onderzocht hij of de gehele lap gedessineerd moest zijn of slechts de patroondelen, die uit de lap worden geknipt. Als de patroondelen uit de stof zijn geknipt, zijn ze 'ready to sew’: afwerken is niet nodig. ","15405","nl","'Knitting 3d patterns' C2-BB01 (cape)","IMAGE","nl","2011","nl","ontwerper","nl","Amsterdam","The making of ... Projects from the TextielLab","","localID/europeana-fashion/Aggregation_15405","localID/europeana-fashion/15405","nl","TextielMuseum","https://textielmuseum.nl/collectie/objecten?diw-id=brabantcloud_textielmuseum-objecten_15405","http://www.europeanafashion.eu/","Europeana Fashion","http://rightsstatements.org/vocab/InC/1.0/","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/15405.JPG","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/15405.JPG"
"22-11-18_13:54:06/Item_34560245.xml","","bovenkleding","http://thesaurus.europeanafashion.eu/thesaurus/10002","polyamide","","","","","handgenaaid","opdracht","","nl","Textielmuseum Tilburg, Audax","Textielmuseum Tilburg, Audax","","","","","","","","","nl","opdrachtgever/uitvoerder","nl","Tilburg","Inside Design Amsterdam","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560245.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10001","katoen","http://thesaurus.europeanafashion.eu/thesaurus/10354","","http://thesaurus.europeanafashion.eu/thesaurus/10696","","machinaal gebreid","subsidie Mondriaan Stichting","","","","","","","","","","","","","","","","","Modemuze@OBA","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560245.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10002","polyamide","http://thesaurus.europeanafashion.eu/thesaurus/10678","","http://thesaurus.europeanafashion.eu/thesaurus/10692","","handgenaaid","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560246.xml","https://modemuze.nl/localID/europeana-fashion/15406a=c","kleding","http://thesaurus.europeanafashion.eu/thesaurus/10001","katoen","","","","","machinaal gebreid","2011","2011","nl","Akkersdijk, Borre","Akkersdijk, Borre","nl","Blauwe korte broek en hemdje (a=b). Grijze sjaal (c).
Ontwerper Borre Akkersdijk werkte in het TextielLab aan breisels die met een vuldraad zijn opgevuld. Het resultaat is een aantal 'stuffed' kledingstukken: een broek, parka, cape, broekpak en colbert, waarvan de patroondelen kant-en-klaar uit de machine komen. Voor de ontwerpen van de kledingstukken maakte hij veel schetsen en tekeningen. Daarnaast naaide hij proefmodellen van de kledingstukken in een ander materiaal. De dessins zijn ontleend aan een oude kelim van een favoriete tante, die onlangs overleed. Omdat dit kleed met de hand is geweven, vertoont het scheve lijnen, onregelmatigheden en een doorleefdheid die door Borre in de computeromzetting zijn overgenomen. Het is als het ware zijn persoonlijke handtekening in een verder industrieel product. Tijdens het breiproces onderzocht hij of de gehele lap gedessineerd moest zijn of slechts de patroondelen, die uit de lap worden geknipt. Als de patroondelen uit de stof zijn geknipt, zijn ze 'ready to sew': afwerken is niet nodig. ","15406a=c","nl","'Knitting 3d patterns' C2-BB02 (korte broek en hemd)","IMAGE","nl","2011","nl","ontwerper","nl","Amsterdam","The making of ... Projects from the TextielLab","","localID/europeana-fashion/Aggregation_15406a=c","localID/europeana-fashion/15406a=c","nl","TextielMuseum","https://textielmuseum.nl/collectie/objecten?diw-id=brabantcloud_textielmuseum-objecten_15406a=c","http://www.europeanafashion.eu/","Europeana Fashion","http://rightsstatements.org/vocab/InC/1.0/","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=prof/15406a=c.jpg","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=prof/15406a=c.jpg"
"22-11-18_13:54:06/Item_34560246.xml","","bovenkleding","http://thesaurus.europeanafashion.eu/thesaurus/10002","polyamide","","","","","handgenaaid","opdracht","","nl","Textielmuseum Tilburg, Audax","Textielmuseum Tilburg, Audax","","","","","","","","","nl","opdrachtgever/uitvoerder","nl","Tilburg","Byborre Parijs fashion show","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560246.xml","","kledingaccessoire","http://thesaurus.europeanafashion.eu/thesaurus/10132","katoen","http://thesaurus.europeanafashion.eu/thesaurus/10354","","http://thesaurus.europeanafashion.eu/thesaurus/10696","","machinaal gebreid","subsidie Mondriaan Stichting","","","","","","","","","","","","","","","","","Inside Design Amsterdam","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560246.xml","","broek","http://thesaurus.europeanafashion.eu/thesaurus/10036","polyamide","http://thesaurus.europeanafashion.eu/thesaurus/10678","","http://thesaurus.europeanafashion.eu/thesaurus/10692","","handgenaaid","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560246.xml","","hemd","http://thesaurus.europeanafashion.eu/thesaurus/10100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560246.xml","","sjaal","http://thesaurus.europeanafashion.eu/thesaurus/10177","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560246.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560246.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560246.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10132","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560246.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10036","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560246.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560246.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10177","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560247.xml","https://modemuze.nl/localID/europeana-fashion/15407","kleding","http://thesaurus.europeanafashion.eu/thesaurus/10001","katoen","","","","","machinaal gebreid","2011","2011","nl","Akkersdijk, Borre","Akkersdijk, Borre","nl","Bordeaux-paarse jas.
Ontwerper Borre Akkersdijk werkte in het TextielLab aan breisels die met een vuldraad zijn opgevuld. Het resultaat is een aantal 'stuffed' kledingstukken: een broek, parka, cape, broekpak en colbert, waarvan de patroondelen kant-en-klaar uit de machine komen. Voor de ontwerpen van de kledingstukken maakte hij veel schetsen en tekeningen. Daarnaast naaide hij proefmodellen van de kledingstukken in een ander materiaal. De dessins zijn ontleend aan een oude kelim van een favoriete tante, die onlangs overleed. Omdat dit kleed met de hand is geweven, vertoont het scheve lijnen, onregelmatigheden en een doorleefdheid die door Borre in de computeromzetting zijn overgenomen. Het is als het ware zijn persoonlijke handtekening in een verder industrieel product. Tijdens het breiproces onderzocht hij of de gehele lap gedessineerd moest zijn of slechts de patroondelen, die uit de lap worden geknipt. Als de patroondelen uit de stof zijn geknipt, zijn ze 'ready to sew': afwerken is niet nodig. ","15407","nl","'Knitting 3d patterns' C2-BB03 (jas)","IMAGE","nl","2011","nl","ontwerper","nl","Amsterdam","Byborre Parijs fashion show","","localID/europeana-fashion/Aggregation_15407","localID/europeana-fashion/15407","nl","TextielMuseum","https://textielmuseum.nl/collectie/objecten?diw-id=brabantcloud_textielmuseum-objecten_15407","http://www.europeanafashion.eu/","Europeana Fashion","http://rightsstatements.org/vocab/InC/1.0/","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/15407-01.JPG","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/15407-01.JPG"
"22-11-18_13:54:06/Item_34560247.xml","","bovenkleding","http://thesaurus.europeanafashion.eu/thesaurus/10002","polyamide","","","","","handgenaaid","opdracht","","nl","Textielmuseum Tilburg, Audax","Textielmuseum Tilburg, Audax","","","","","","","","","nl","opdrachtgever/uitvoerder","nl","Tilburg","Inside Design Amsterdam","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560247.xml","","jas","http://thesaurus.europeanafashion.eu/thesaurus/10042","katoen","http://thesaurus.europeanafashion.eu/thesaurus/10354","","http://thesaurus.europeanafashion.eu/thesaurus/10696","","machinaal gebreid","subsidie Mondriaan Stichting","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560247.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10001","polyamide","http://thesaurus.europeanafashion.eu/thesaurus/10678","","http://thesaurus.europeanafashion.eu/thesaurus/10692","","handgenaaid","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560247.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560247.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10042","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560248.xml","https://modemuze.nl/localID/europeana-fashion/15408","kleding","http://thesaurus.europeanafashion.eu/thesaurus/10001","katoen","","","","","machinaal gebreid","2011","2011","nl","Akkersdijk, Borre","Akkersdijk, Borre","nl","Blauw colbert, zonder sluiting en bij de mouwen terug geslagen.
Ontwerper Borre Akkersdijk werkte in het TextielLab aan breisels die met een vuldraad zijn opgevuld. Het resultaat is een aantal stuffed'' kledingstukken: een broek, parka, cape, broekpak en colbert, waarvan de patroondelen kant-en-klaar uit de machine komen. Voor de ontwerpen van de kledingstukken maakte hij veel schetsen en tekeningen. Daarnaast naaide hij proefmodellen van de kledingstukken in een ander materiaal. De dessins zijn ontleend aan een oude kelim van een favoriete tante, die onlangs overleed. Omdat dit kleed met de hand is geweven, vertoont het scheve lijnen, onregelmatigheden en een doorleefdheid die door Borre in de computeromzetting zijn overgenomen. Het is als het ware zijn persoonlijke handtekening in een verder industrieel product. Tijdens het breiproces onderzocht hij of de gehele lap gedessineerd moest zijn of slechts de patroondelen, die uit de lap worden geknipt. Als de patroondelen uit de stof zijn geknipt, zijn ze ready to sew': afwerken is niet nodig. ","15408","nl","'Knitting 3d patterns' C2-BB04 (colbert)","IMAGE","nl","2011","nl","ontwerper","nl","Amsterdam","The making of ... Projects from the TextielLab","","localID/europeana-fashion/Aggregation_15408","localID/europeana-fashion/15408","nl","TextielMuseum","https://textielmuseum.nl/collectie/objecten?diw-id=brabantcloud_textielmuseum-objecten_15408","http://www.europeanafashion.eu/","Europeana Fashion","http://rightsstatements.org/vocab/InC/1.0/","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=prof/15408.jpg","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=prof/15408.jpg"
"22-11-18_13:54:06/Item_34560248.xml","","bovenkleding","http://thesaurus.europeanafashion.eu/thesaurus/10002","polyamide","","","","","handgenaaid","opdracht","","nl","Textielmuseum Tilburg, Audax","Textielmuseum Tilburg, Audax","","","","","","","","","nl","opdrachtgever/uitvoerder","nl","Tilburg","Inside Design Amsterdam","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560248.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10001","katoen","http://thesaurus.europeanafashion.eu/thesaurus/10354","","http://thesaurus.europeanafashion.eu/thesaurus/10696","","machinaal gebreid","subsidie Mondriaan Stichting","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34560248.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10002","polyamide","http://thesaurus.europeanafashion.eu/thesaurus/10678","","http://thesaurus.europeanafashion.eu/thesaurus/10692","","handgenaaid","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
