"File","rdf:RDF - edm:ProvidedCHO - rdf:about","dc:type_literal","rdf:RDF - edm:ProvidedCHO - dc:type - skos:Concept - rdf:about","rdf:RDF - edm:ProvidedCHO - dcterms:medium","rdf:RDF - edm:ProvidedCHO - dcterms:medium - rdf:resource","dcterms:medium_URI","rdf:RDF - edm:ProvidedCHO - edmfp:technique - rdf:resource","edmfp:technique_URI","rdf:RDF - edm:ProvidedCHO - edmfp:technique","rdf:RDF - edm:ProvidedCHO - dcterms:provenance","rdf:RDF - edm:ProvidedCHO - dc:date","rdf:RDF - edm:ProvidedCHO - dcterms:creator - edm:Agent - skos:prefLabel - xml:lang","rdf:RDF - edm:ProvidedCHO - dcterms:creator - edm:Agent - skos:prefLabel","rdf:RDF - edm:ProvidedCHO - dc:creator - edm:Agent - skos:prefLabel","rdf:RDF - edm:ProvidedCHO - dc:description - xml:lang","rdf:RDF - edm:ProvidedCHO - dc:description","rdf:RDF - edm:ProvidedCHO - dc:identifier","rdf:RDF - edm:ProvidedCHO - dc:title - xml:lang","rdf:RDF - edm:ProvidedCHO - dc:title","rdf:RDF - edm:ProvidedCHO - edm:type","rdf:RDF - edm:ProvidedCHO - dcterms:created - xml:lang","rdf:RDF - edm:ProvidedCHO - dcterms:created","rdf:RDF - edm:ProvidedCHO - mrel:dsr - edm:Agent - skos:prefLabel - xml:lang","rdf:RDF - edm:ProvidedCHO - mrel:dsr - edm:Agent - skos:prefLabel","rdf:RDF - edm:ProvidedCHO - dcterms:spatial - edm:Place - skos:prefLabel - xml:lang","rdf:RDF - edm:ProvidedCHO - dcterms:spatial - edm:Place - skos:prefLabel","rdf:RDF - edm:ProvidedCHO - dcterms:isPartOf","rdf:RDF - edm:ProvidedCHO - mrel:spn - edm:Agent - skos:prefLabel","rdf:RDF - ore:Aggregation - rdf:about","rdf:RDF - ore:Aggregation - edm:aggregatedCHO - rdf:resource","rdf:RDF - ore:Aggregation - edm:dataProvider - edm:Agent - skos:prefLabel - xml:lang","rdf:RDF - ore:Aggregation - edm:dataProvider - edm:Agent - skos:prefLabel","rdf:RDF - ore:Aggregation - edm:isShownAt - edm:WebResource - rdf:about","rdf:RDF - ore:Aggregation - edm:provider - edm:Agent - rdf:about","rdf:RDF - ore:Aggregation - edm:provider - edm:Agent - skos:prefLabel","rdf:RDF - ore:Aggregation - edm:rights - rdf:resource","rdf:RDF - ore:Aggregation - edm:hasView - edm:WebResource - rdf:about","rdf:RDF - ore:Aggregation - edm:isShownBy - edm:WebResource - rdf:about"
"22-11-18_13:54:06/Item_34559713.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10001","","","","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053642","geweven","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559713.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10509","","","","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053660","gestikt","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559713.xml","","","","","","","http://thesaurus.europeanafashion.eu/thesaurus/10692","","genaaid (hand-)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559713.xml","","","","","","","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053642","geweven","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559714.xml","https://modemuze.nl/localID/europeana-fashion/01781a=c","kleding","http://thesaurus.europeanafashion.eu/thesaurus/10001","zijde","","","","","jacquardgeweven","1974","","nl","","","nl","Zijden stof in de kleuren licht-, midden- en donkerblauw, oker, roze, geel, rood, gebroken wit. Grote en kleine bloementrossen op een blauwe achtergrond. (a) en (b) zijn ongebruikt. ","01781a=c","nl","Kledingstof, jacquardweefsel","IMAGE","","","","","","","","","localID/europeana-fashion/Aggregation_01781a=c","localID/europeana-fashion/01781a=c","nl","TextielMuseum","https://textielmuseum.nl/collectie/objecten?diw-id=brabantcloud_textielmuseum-objecten_01781a=c","http://www.europeanafashion.eu/","Europeana Fashion","http://rightsstatements.org/vocab/InC/1.0/","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=prof/01781a=b.jpg","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=prof/01781a=b.jpg"
"22-11-18_13:54:06/Item_34559714.xml","","kledingstof","http://thesaurus.europeanafashion.eu/thesaurus/10509","zijde","http://thesaurus.europeanafashion.eu/thesaurus/10352","","","","jacquardgeweven","schenking","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559714.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559714.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559715.xml","https://modemuze.nl/localID/europeana-fashion/01989","kleding","http://thesaurus.europeanafashion.eu/thesaurus/10001","katoen","","","","","bedrukt","1966","1884 - 1911","nl","Vlissingen & Co., P.F. van (Helmond)","Vlissingen & Co., P.F. van (Helmond)","nl","Bloem en bladmotieven, omgeven door een 13 cm brede rand met ruitmotief en smalle banen welke over de lengte- en breedterichting van de doek lopen. De doek is afgezet met een franje-achtig streepmotief. Kleuren blauw, bruingroen, wit. De hoeken hebben een accent. Niet gezoomd. ","01989","nl","Doek, imitatiebatik","IMAGE","nl","1884","nl","uitvoerder","nl","Helmond","","","localID/europeana-fashion/Aggregation_01989","localID/europeana-fashion/01989","nl","TextielMuseum","https://textielmuseum.nl/collectie/objecten?diw-id=brabantcloud_textielmuseum-objecten_01989","http://www.europeanafashion.eu/","Europeana Fashion","http://rightsstatements.org/vocab/InC/1.0/","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/01989.jpg","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/01989.jpg"
"22-11-18_13:54:06/Item_34559715.xml","","hoofddeksel","http://thesaurus.europeanafashion.eu/thesaurus/10188","katoen","http://thesaurus.europeanafashion.eu/thesaurus/10354","","","","waxprint","schenking","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559715.xml","","hoofddoek","http://thesaurus.europeanafashion.eu/thesaurus/10209","","","","http://thesaurus.europeanafashion.eu/thesaurus/10419","","bedrukt","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559715.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10001","","","","","","waxprint","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559715.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10188","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559715.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10209","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559716.xml","https://modemuze.nl/localID/europeana-fashion/01984","kleding","http://thesaurus.europeanafashion.eu/thesaurus/10001","katoen","","","","","bedrukt","1966","1966","nl","Vlissingen & Co., P.F. van (Helmond)","Vlissingen & Co., P.F. van (Helmond)","nl","Ruitvormig centraal motief. Aan de randen streepmotief. ","01984","nl","Hoofddoek, imitatiebatik","IMAGE","nl","1966","nl","uitvoerder","nl","Helmond","","","localID/europeana-fashion/Aggregation_01984","localID/europeana-fashion/01984","nl","TextielMuseum","https://textielmuseum.nl/collectie/objecten?diw-id=brabantcloud_textielmuseum-objecten_01984","http://www.europeanafashion.eu/","Europeana Fashion","http://rightsstatements.org/vocab/InC/1.0/","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/01984.jpg","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/01984.jpg"
"22-11-18_13:54:06/Item_34559716.xml","","hoofddeksel","http://thesaurus.europeanafashion.eu/thesaurus/10188","katoen","http://thesaurus.europeanafashion.eu/thesaurus/10354","","","","imitatiebatik","schenking","ca","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559716.xml","","hoofddoek","http://thesaurus.europeanafashion.eu/thesaurus/10209","","","","http://thesaurus.europeanafashion.eu/thesaurus/10419","","bedrukt","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559716.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10001","","","","http://thesaurus.europeanafashion.eu/thesaurus/10294","","imitatiebatik","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559716.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10188","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559716.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10209","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559717.xml","https://modemuze.nl/localID/europeana-fashion/01985","kleding","http://thesaurus.europeanafashion.eu/thesaurus/10001","katoen","","","","","bedrukt","1966","1930 - 1960","nl","Vlissingen & Co., P.F. van (Helmond)","Vlissingen & Co., P.F. van (Helmond)","nl","Vogels: zwart, geel, rood en blauw; bomen groen (= blauw en geel), rood en okergeel. Bloemetjes tussen de bomen en vogels. Labeltje eraan 'handdruk export!' ","01985","nl","Kledingstof siervogels tussen bomen","IMAGE","nl","1930","nl","uitvoerder","nl","Helmond","","","localID/europeana-fashion/Aggregation_01985","localID/europeana-fashion/01985","nl","TextielMuseum","https://textielmuseum.nl/collectie/objecten?diw-id=brabantcloud_textielmuseum-objecten_01985","http://www.europeanafashion.eu/","Europeana Fashion","http://rightsstatements.org/vocab/InC/1.0/","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/01985.jpg","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/01985.jpg"
"22-11-18_13:54:06/Item_34559717.xml","","kledingstof","http://thesaurus.europeanafashion.eu/thesaurus/10509","katoen","http://thesaurus.europeanafashion.eu/thesaurus/10354","","","","blokdruk","schenking","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559717.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10001","","","","http://thesaurus.europeanafashion.eu/thesaurus/10419","","bedrukt","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559717.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10509","","","","http://thesaurus.europeanafashion.eu/thesaurus/10419","","blokdruk","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559718.xml","https://modemuze.nl/localID/europeana-fashion/01986","kleding","http://thesaurus.europeanafashion.eu/thesaurus/10001","katoen","","","","","bedrukt","1966","1960 - 1966","nl","Vlissingen & Co., P.F. van (Helmond)","Vlissingen & Co., P.F. van (Helmond)","nl","De stof is bedrukt met vogels en bloemen op ecru fond. Langs de zelfkant twee bruine banden met kleine bloemmotiefjes. Kleuren: bruin, blauw, roodbruin, ecru, groen en oker. ","01986","nl","Kledingstof met vogels en bloemen","IMAGE","nl","1960","nl","uitvoerder","nl","Helmond","","","localID/europeana-fashion/Aggregation_01986","localID/europeana-fashion/01986","nl","TextielMuseum","https://textielmuseum.nl/collectie/objecten?diw-id=brabantcloud_textielmuseum-objecten_01986","http://www.europeanafashion.eu/","Europeana Fashion","http://rightsstatements.org/vocab/InC/1.0/","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/01986.jpg","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/01986.jpg"
"22-11-18_13:54:06/Item_34559718.xml","","kledingstof","http://thesaurus.europeanafashion.eu/thesaurus/10509","katoen","http://thesaurus.europeanafashion.eu/thesaurus/10354","","","","blokdruk","schenking","ca","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559718.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10001","","","","","","imitatiebatik","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559718.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10509","","","","http://thesaurus.europeanafashion.eu/thesaurus/10419","","bedrukt","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559718.xml","","","","","","","http://thesaurus.europeanafashion.eu/thesaurus/10419","","blokdruk","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559718.xml","","","","","","","http://thesaurus.europeanafashion.eu/thesaurus/10294","","imitatiebatik","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559719.xml","https://modemuze.nl/localID/europeana-fashion/01987","kleding","http://thesaurus.europeanafashion.eu/thesaurus/10001","katoen","","","","","bedrukt","1966","1960 - 1966","nl","Vlissingen & Co., P.F. van (Helmond)","Vlissingen & Co., P.F. van (Helmond)","nl","Vierkante doek met een rand- en middenmotief van bloemen en bladeren in de kleuren roze, geel, blauw, zwart op ecru. Batikimitatie. De doek heeft twee zelfkanten. ","01987","nl","Hoofddoek met batikmotieven","IMAGE","nl","1960","nl","uitvoerder","nl","Helmond","","","localID/europeana-fashion/Aggregation_01987","localID/europeana-fashion/01987","nl","TextielMuseum","https://textielmuseum.nl/collectie/objecten?diw-id=brabantcloud_textielmuseum-objecten_01987","http://www.europeanafashion.eu/","Europeana Fashion","http://rightsstatements.org/vocab/InC/1.0/","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/01987.jpg","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/01987.jpg"
"22-11-18_13:54:06/Item_34559719.xml","","hoofddeksel","http://thesaurus.europeanafashion.eu/thesaurus/10188","katoen","http://thesaurus.europeanafashion.eu/thesaurus/10354","","","","blokdruk","schenking","ca","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559719.xml","","hoofddoek","http://thesaurus.europeanafashion.eu/thesaurus/10209","","","","","","imitatiebatik","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559719.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10001","","","","http://thesaurus.europeanafashion.eu/thesaurus/10419","","bedrukt","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559719.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10188","","","","http://thesaurus.europeanafashion.eu/thesaurus/10419","","blokdruk","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559719.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10209","","","","http://thesaurus.europeanafashion.eu/thesaurus/10294","","imitatiebatik","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559720.xml","https://modemuze.nl/localID/europeana-fashion/01988","kleding","http://thesaurus.europeanafashion.eu/thesaurus/10001","katoen","","","","","bedrukt","1966","1930 - 1966","nl","Vlissingen & Co., P.F. van (Helmond)","Vlissingen & Co., P.F. van (Helmond)","nl","Figuren in blauw, geel, rood en wit op donkerblauw fond in horizontale rijen. ","01988","nl","Staal kledingstof met boot, vogel, vis","IMAGE","nl","1930","nl","uitvoerder","nl","Helmond","","","localID/europeana-fashion/Aggregation_01988","localID/europeana-fashion/01988","nl","TextielMuseum","https://textielmuseum.nl/collectie/objecten?diw-id=brabantcloud_textielmuseum-objecten_01988","http://www.europeanafashion.eu/","Europeana Fashion","http://rightsstatements.org/vocab/InC/1.0/","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/01988.jpg","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/01988.jpg"
"22-11-18_13:54:06/Item_34559720.xml","","kledingstof","http://thesaurus.europeanafashion.eu/thesaurus/10509","katoen","http://thesaurus.europeanafashion.eu/thesaurus/10354","","","","filmdruk","schenking","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559720.xml","","staal (monster)","http://thesaurus.europeanafashion.eu/thesaurus/10618","","","","http://thesaurus.europeanafashion.eu/thesaurus/10419","","bedrukt","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559720.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10001","","","","http://thesaurus.europeanafashion.eu/thesaurus/10419","","filmdruk","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559720.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559720.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10618","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559721.xml","https://modemuze.nl/localID/europeana-fashion/01990","kleding","http://thesaurus.europeanafashion.eu/thesaurus/10001","katoen","","","","","bedrukt","1966","1960 - 1966","nl","Vlissingen & Co., P.F. van (Helmond)","Vlissingen & Co., P.F. van (Helmond)","nl","In het midden van de doek een cirkel met daarin bladmotieven, rood en groen op een blauw fond. Hier omheen een groot vierkant met in de hoeken gestileerde dierfiguren o.a. een olifant en een hert. Hiertussen takken met bladeren, eveneens gestileerd, rood en blauw op een groen fond. Hieromheen een brede rand met op de hoeken vierkantvullingen met middenin een bloem. De rand bestaat ook weer uit gestileerde bloem- en bladmotieven, rood op een ecru fond. Twee zelfkanten, aan bovenzijde klittenband bevestigd ","01990","nl","Staal bedrukte kledingstof","IMAGE","nl","1960","nl","uitvoerder","nl","Helmond","","","localID/europeana-fashion/Aggregation_01990","localID/europeana-fashion/01990","nl","TextielMuseum","https://textielmuseum.nl/collectie/objecten?diw-id=brabantcloud_textielmuseum-objecten_01990","http://www.europeanafashion.eu/","Europeana Fashion","http://rightsstatements.org/vocab/InC/1.0/","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/01990.jpg","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/01990.jpg"
"22-11-18_13:54:06/Item_34559721.xml","","kledingstof","http://thesaurus.europeanafashion.eu/thesaurus/10509","katoen","http://thesaurus.europeanafashion.eu/thesaurus/10354","","","","blokdruk","schenking","ca","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559721.xml","","staal (monster)","http://thesaurus.europeanafashion.eu/thesaurus/10618","","","","http://thesaurus.europeanafashion.eu/thesaurus/10419","","bedrukt","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559721.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10001","","","","http://thesaurus.europeanafashion.eu/thesaurus/10419","","blokdruk","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559721.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559721.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10618","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559722.xml","https://modemuze.nl/localID/europeana-fashion/01996","kleding","http://thesaurus.europeanafashion.eu/thesaurus/10001","katoen","","","","","bedrukt","1966","1960 - 1966","nl","Vlissingen & Co., P.F. van (Helmond)","Vlissingen & Co., P.F. van (Helmond)","nl","Batikmotieven, aan de uiteinden een randmotief (butahmotief). In het midden rood en blauw op een ecru fond, daaromheen blauw en ecru op een rood fond. In het middenveld boomvormen, bladeren en gestileerde bloemen, rood, blauw en geel op een ecru fond. Ook hier een smalle rand van blauw en ecru op rood fond. ","01996","nl","Staal kledingstof met batikmotieven","IMAGE","nl","1960","nl","uitvoerder","nl","Helmond","","","localID/europeana-fashion/Aggregation_01996","localID/europeana-fashion/01996","nl","TextielMuseum","https://textielmuseum.nl/collectie/objecten?diw-id=brabantcloud_textielmuseum-objecten_01996","http://www.europeanafashion.eu/","Europeana Fashion","http://rightsstatements.org/vocab/InC/1.0/","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/01996d.jpg","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/01996d.jpg"
"22-11-18_13:54:06/Item_34559722.xml","","kledingstof","http://thesaurus.europeanafashion.eu/thesaurus/10509","katoen","http://thesaurus.europeanafashion.eu/thesaurus/10354","","","","blokdruk","schenking","ca","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559722.xml","","staal (monster)","http://thesaurus.europeanafashion.eu/thesaurus/10618","","","","http://thesaurus.europeanafashion.eu/thesaurus/10419","","bedrukt","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559722.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10001","","","","http://thesaurus.europeanafashion.eu/thesaurus/10419","","blokdruk","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559722.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559722.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10618","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559723.xml","https://modemuze.nl/localID/europeana-fashion/02395","kleding","http://thesaurus.europeanafashion.eu/thesaurus/10001","zijde","","","","","geborduurd","1977","1920","nl","","","nl","Zijden halsdoek in ecru, met zoom van 4 cm in open naaiwerk. Aansluitend een 4 cm brede rand van rechthoekjes (staand op de zoom) in open zoomsteek. De hoeken lopen door. ","02395","nl","Sjaal","IMAGE","nl","1920","","","","","","","localID/europeana-fashion/Aggregation_02395","localID/europeana-fashion/02395","nl","TextielMuseum","https://textielmuseum.nl/collectie/objecten?diw-id=brabantcloud_textielmuseum-objecten_02395","http://www.europeanafashion.eu/","Europeana Fashion","http://rightsstatements.org/vocab/InC/1.0/","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/02395.jpg","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/02395.jpg"
"22-11-18_13:54:06/Item_34559723.xml","","kledingaccessoire","http://thesaurus.europeanafashion.eu/thesaurus/10132","zijde","http://thesaurus.europeanafashion.eu/thesaurus/10352","","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053642","geweven","aankoop","ca","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559723.xml","","sjaal","http://thesaurus.europeanafashion.eu/thesaurus/10177","","","","http://thesaurus.europeanafashion.eu/thesaurus/10428","","geborduurd","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559723.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10001","","","","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053642","geweven","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559723.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10132","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559723.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10177","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559724.xml","https://modemuze.nl/localID/europeana-fashion/02894","kleding","http://thesaurus.europeanafashion.eu/thesaurus/10001","katoen","","","","","jacquardgeweven","1978","1900","nl","","","nl","Jacquardweefsel waarvan de grondketting in banen is ingeregen, één baan platbinding en één baan satijnbinding. De satijnbinding heeft rode kettingdraden, de rest is wit. Over deze banen takken met bladeren en bloemen. De stof heeft twee zelfkanten. ","02894","nl","Kledingstof in wit rood jacquardweefsel","IMAGE","nl","1900","","","","","","","localID/europeana-fashion/Aggregation_02894","localID/europeana-fashion/02894","nl","TextielMuseum","https://textielmuseum.nl/collectie/objecten?diw-id=brabantcloud_textielmuseum-objecten_02894","http://www.europeanafashion.eu/","Europeana Fashion","http://rightsstatements.org/vocab/InC/1.0/","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/02894.jpg","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/02894.jpg"
"22-11-18_13:54:06/Item_34559724.xml","","kledingstof","http://thesaurus.europeanafashion.eu/thesaurus/10509","katoen","http://thesaurus.europeanafashion.eu/thesaurus/10354","","","","jacquardgeweven","schenking","ca","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559724.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559724.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10509","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559725.xml","https://modemuze.nl/localID/europeana-fashion/02902","kleding","http://thesaurus.europeanafashion.eu/thesaurus/10001","katoen","","","","","bedrukt","1978","1900","nl","","","nl","De zakdoek heeft langs alle zijden een rand van in elkaar grijpende ovalen met op de kruispunten ruiten. In het midden strooimotiefjes bestaande uit drie cirkeltjes met daarin een vierkant. ","02902","nl","Zakdoek, roodbruin met wit","IMAGE","nl","1900","","","","","","","localID/europeana-fashion/Aggregation_02902","localID/europeana-fashion/02902","nl","TextielMuseum","https://textielmuseum.nl/collectie/objecten?diw-id=brabantcloud_textielmuseum-objecten_02902","http://www.europeanafashion.eu/","Europeana Fashion","http://rightsstatements.org/vocab/InC/1.0/","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/02902.jpg","http://textielmuseum.adlibhosting.com/apiimages/wwwopac.ashx?command=getcontent&server=images&value=reg/02902.jpg"
"22-11-18_13:54:06/Item_34559725.xml","","kledingaccessoire","http://thesaurus.europeanafashion.eu/thesaurus/10132","katoen","http://thesaurus.europeanafashion.eu/thesaurus/10354","","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053642","geweven","schenking","ca","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559725.xml","","zakdoek","http://thesaurus.europeanafashion.eu/thesaurus/10143","","","","http://thesaurus.europeanafashion.eu/thesaurus/10419","","bedrukt","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"22-11-18_13:54:06/Item_34559725.xml","","","http://thesaurus.europeanafashion.eu/thesaurus/10001","","","","","http://vocab.getty.edu/http://vocab.getty.edu/aat/300053642","geweven","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
