uri,creators
"http://data.collectienederland.nl/resource/document/van-abbe-museum/3072","Vangelis Gokas"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/3122","Gluklya (Natalia Pershina-Yakimanskaya)"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/3123","Gluklya (Natalia Pershina-Yakimanskaya)"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/3124","Gluklya (Natalia Pershina-Yakimanskaya)"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/3125","Gluklya (Natalia Pershina-Yakimanskaya)"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/3126","Gluklya (Natalia Pershina-Yakimanskaya)"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/3127","Gluklya (Natalia Pershina-Yakimanskaya)"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/3128","Gluklya (Natalia Pershina-Yakimanskaya)"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/3129","Gluklya (Natalia Pershina-Yakimanskaya)"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/3130","Gluklya (Natalia Pershina-Yakimanskaya)"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/3513","Gluklya (Natalia Pershina-Yakimanskaya)"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/3516","Gluklya (Natalia Pershina-Yakimanskaya)"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/3517","Gluklya (Natalia Pershina-Yakimanskaya)"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/3518","Gluklya (Natalia Pershina-Yakimanskaya)"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/3519","Gluklya (Natalia Pershina-Yakimanskaya)"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/3520","Gluklya (Natalia Pershina-Yakimanskaya)"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/3521","Gluklya (Natalia Pershina-Yakimanskaya)"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/3523","Gluklya (Natalia Pershina-Yakimanskaya)"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/3524","Gluklya (Natalia Pershina-Yakimanskaya)"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/315","Morris Louis"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/316","Morris Louis"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/324","Cornelis Johannes Maks"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/327","Alfred Manessier"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/328","Alfred Manessier"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/331","André Marchand"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/332","Antoon Marstboom"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/333","Jean Messagier"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/335","Willem Maris"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/3359","Roland Schimmel"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/3360","Roland Schimmel"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/3367","Iris Kensmil"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/3368","Iris Kensmil"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/3369","Iris Kensmil"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/3560","Iris Kensmil"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/337","László Moholy-Nagy"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/3375","Anna Boghiguian"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/3376","Anna Boghiguian"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/3394","Bruno Pacheco"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/3395","Bruno Pacheco"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/3402","Natasja Kensmil"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/3403","Natasja Kensmil"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/3404","Natasja Kensmil"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/3414","Otobong Nkanga"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/342","Jan Miense Molenaer"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/343","Piet Mondriaan"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/344","Piet Mondriaan"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/3596","Rasheed Araeen"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/346","François Albertinus Mooy"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/3471","Edi Hila"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/3472","Edi Hila"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/350","Jaap Nanninga"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/353","Jaap Nanninga"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/354","Jaap Nanninga"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/358","Dirk Nijland"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/359","Dirk Nijland"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/3591","Michail Fjodorovitsj Larionov"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/36","Max Beckmann"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/37","Hubert Bekman"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/379","Bart Peizel"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/38","Gerrit Benner"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/39","Gerrit Benner"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/40","Gerrit Benner"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/41","Gerrit Benner"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/381","Constant Permeke"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/382","Constant Permeke"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/383","Constant Permeke"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/384","Henriëtte Pessers"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/385","Pablo Picasso"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/386","Pablo Picasso"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/387","Pablo Picasso"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/389","Otto Piene"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/390","Wim van de Plas"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/391","Serge Poliakoff"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/392","Serge Poliakoff"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/393","Larry Poons"
"http://data.collectienederland.nl/resource/document/van-abbe-museum/398","Max Rädecker"
