"uri","creators","rkdartists_label","rkdartists_uri"
"http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002182","Adolphe Joseph Thomas Monticelli","Adolphe Joseph Thomas Monticelli","https://data.rkd.nl/artists/57429"
"http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002183","Adolphe Joseph Thomas Monticelli","Adolphe Joseph Thomas Monticelli","https://data.rkd.nl/artists/57429"
"http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002184","Paulus Moreelse","Paulus Moreelse","https://data.rkd.nl/artists/57653"
"http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002185","Paulus Moreelse","Paulus Moreelse","https://data.rkd.nl/artists/57653"
"http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002186","Xeno Agustus Franciscus Lodovicus Münninghof","Xeno Agustus Franciscus Lodovicus Münninghof",""
"http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002187","Adriaen van Nieulandt","Adriaen van Nieulandt","https://data.rkd.nl/artists/59514"
"http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002188","Dirk Hidde Nijland","Dirk Hidde Nijland","https://data.rkd.nl/artists/59613"
"http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002189","Wim Oepts","Wim Oepts","https://data.rkd.nl/artists/60294"
"http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002190","Hendrick ten Oever","Hendrick ten Oever","https://data.rkd.nl/artists/60326"
"http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002191","Roland Oudot","Roland Oudot","https://data.rkd.nl/artists/61220"
"http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002192","Max Pechstein","Max Pechstein","https://data.rkd.nl/artists/62289"
"http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002193","Constant Permeke","Constant Permeke","https://data.rkd.nl/artists/62716"
"http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002194","Constant Permeke","Constant Permeke","https://data.rkd.nl/artists/62716"
"http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002195","Constant Permeke","Constant Permeke","https://data.rkd.nl/artists/62716"
"http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002196","Constant Permeke","Constant Permeke","https://data.rkd.nl/artists/62716"
"http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002197","Constant Permeke","Constant Permeke","https://data.rkd.nl/artists/62716"
"http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002198","Constant Permeke","Constant Permeke","https://data.rkd.nl/artists/62716"
"http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002199","Francis Picabia","Francis Picabia","https://data.rkd.nl/artists/63256"
"http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002200","Francis Picabia","Francis Picabia","https://data.rkd.nl/artists/63256"
"http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002201","David van der Plas","David van der Plas","https://data.rkd.nl/artists/63758"
"http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002201","Jan de Braij","Jan de Braij","https://data.rkd.nl/artists/12194"
"http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002202","Bastiaan de Poorter","Bastiaan de Poorter","https://data.rkd.nl/artists/64257"
"http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002203","Bastiaan de Poorter","Bastiaan de Poorter","https://data.rkd.nl/artists/64257"
"http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002204","Bastiaan de Poorter","Bastiaan de Poorter","https://data.rkd.nl/artists/64257"
"http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002205","Valentine Prax","Valentine Prax","https://data.rkd.nl/artists/64689"
"http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002206","Louis Cousin","Louis Cousin","https://data.rkd.nl/artists/18792"
"http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002207","Pierre Paul Prud'hon","Pierre Paul Prud'hon","https://data.rkd.nl/artists/65005"
"http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002208","Pierre Paul Prud'hon","Pierre Paul Prud'hon","https://data.rkd.nl/artists/65005"
"http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002209","Hendrik Raab","Hendrik Raab","https://data.rkd.nl/artists/65295"
"http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002212","Anthon van Rappard","Anthon van Rappard","https://data.rkd.nl/artists/65637"
"http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002213","Otto van Rees","Otto van Rees","https://data.rkd.nl/artists/65952"
"http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002214","Otto van Rees","Otto van Rees","https://data.rkd.nl/artists/65952"
"http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002215","Jusepe Ribera","Jusepe Ribera","https://data.rkd.nl/artists/66553"
"http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002216","Marius Richters","Marius Richters","https://data.rkd.nl/artists/66719"
"http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002217","Marius Richters","Marius Richters","https://data.rkd.nl/artists/66719"
"http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002218","Marius Richters","Marius Richters","https://data.rkd.nl/artists/66719"
"http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002219","Marius Richters","Marius Richters","https://data.rkd.nl/artists/66719"
"http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002220","Coba Ritsema","Coba Ritsema","https://data.rkd.nl/artists/89871"
"http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002221","Coba Ritsema","Coba Ritsema","https://data.rkd.nl/artists/89871"
"http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002222","Charles Roelofsz","Charles Roelofsz","https://data.rkd.nl/artists/67629"
"http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002223","Hercules Seghers","Hercules Seghers","https://data.rkd.nl/artists/71801"
"http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002233","Hercules Seghers","Hercules Seghers","https://data.rkd.nl/artists/71801"
"http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002234","Hercules Seghers","Hercules Seghers","https://data.rkd.nl/artists/71801"
"http://data.collectienederland.nl/resource/document/museum-de-fundatie/0000002235","Hercules Seghers","Hercules Seghers","https://data.rkd.nl/artists/71801"
